"60","PR05914099","27","RuSr 2 GdCu 2 O 8","16 K","","magnetization"
"64","PR05907184","3","LSCO","0","",""
"64","PR05907184","3","LSCO","40 K","",""
"68","PR05907184","8","Sr x = 0.14","36 K","",""
"68","PR05907184","8","x = 0.13","32 K","",""
"68","PR05907184","8","x = 0.17","40 K","",""
"69","PR05907184","25","La 2−x Sr x CuO 4","32 K","None","None"
"70","PR06006991","3","Bi 2 Sr 2−x La x CuO 6 with x≃0.4","30 K","",""
"76","PR06006991","5","BSLCO","33 K","None","None"
"76","PR06006991","5","BSLCO","28.5","None","None"
"76","PR06006991","5","BSLCO","20","None","None"
"76","PR06006991","5","BSLCO","30","None","None"
"76","PR06006991","5","BSLCO","24","None","None"
"76","PR06006991","5","BSLCO","33 K","None","None"
"78","PR04909084","3","x > 0.22","200 mK","",""
"81","PR06114350","4","MgB2","29K","ambient pressure",""
"82","SST01600L7","2","La 2−x Sr x CuO 4","38 K","",""
"84","SST01600L7","7","x = 0.125","31K","","SQUID magnetometer"
"84","SST01600L7","7","x = 0.063","11K","","SQUID magnetometer"
"86","PhysRevX.9.021044","7","Single-crystalline Sr 2 RuO 4","1.44 K","","specific heat"
"90","EPL0580589","9","overdoped Bi-2212","74 K","",""
"98","EPL0580589","19","Bi-2212","77 K","",""
"101","Tanaka_etal_2017","18","CeOBiS2","~1.3 K","","resistivity"
"102","Tanaka_etal_2017","19","Ce(O,F)BiS2","3.1 K","",""
"104","Tanaka_etal_2017","21","CeOBiS2","3.2 K","1.62 GPa",""
"107","Tanaka_etal_2017","25","CeOBiS2 crystals","3.8 K","ambient pressure",""
"108","Drozdov_etal_2015","0","sulfur hydride","203 kelvin","high pressures",""
"113","Drozdov_etal_2015","1","sulfur hydride","203 kelvin","ambient pressure","magnetic susceptibility"
"113","Drozdov_etal_2015","1","sulfur hydride","203 kelvin","ambient pressure","predicted"
"113","Drozdov_etal_2015","1","sulfur hydride","80 kelvin","",""
"114","Drozdov_etal_2015","2","MgB2","39 K","None","None"
"116","Drozdov_etal_2015","3","molecular hydrogen","100-240 K","500 GPa","calculations"
"116","Drozdov_etal_2015","3","molecular hydrogen","300-350 K","500 GPa","calculations"
"117","Drozdov_etal_2015","4","H 2 S","< 80 K","< 100 GPa",""
"119","Drozdov_etal_2015","7","MgB2","203(1) K","None","None"
"119","Drozdov_etal_2015","7","MgB2","203.5 K","None","None"
"125","Drozdov_etal_2015","9","H2S","< 80 K","",""
"125","Drozdov_etal_2015","9","H2S","<200 K","",""
"125","Drozdov_etal_2015","9","H3S","190 K","",""
"125","Drozdov_etal_2015","9","H2S","< 80 K","",""
"125","Drozdov_etal_2015","9","H3S","< 190 K","",""
"125","Drozdov_etal_2015","9","H3S","200 K","",""
"129","Drozdov_etal_2015","20","sulfur hydride","250 K","145 GPa","resistance"
"129","Drozdov_etal_2015","20","sulfur hydride","170 K","None","resistance"
"129","Drozdov_etal_2015","20","sulfur hydride","195 K","None","None"
"134","Drozdov_etal_2015","23","sulfur hydride","203 K","155 GPa","magnetization"
"134","Drozdov_etal_2015","23","sulfur hydride","203.5 K","155 GPa","magnetization"
"134","Drozdov_etal_2015","23","sulfur hydride","195 K","145 GPa","Resistivity"
"137","Drozdov_etal_2015","25","sulfur hydride","< 60 K","143 GPa","resistance"
"137","Drozdov_etal_2015","25","sulfur hydride","22 K","143 GPa","resistance"
"137","Drozdov_etal_2015","25","sulfur hydride","185 K","None","None"
"139","L088227002","2","Sr 0.9 La 0.1 CuO 2","43 K","",""
"142","L088227002","3","SLCO","43 K","","Magnetization studies"
"142","L088227002","3","1% Zn-SLCO","43 K","","Magnetization studies"
"142","L088227002","3","1% Ni-SLCO","32 K","","Magnetization studies"
"143","L088227002","16","YBa 2 Cu 3 O 72d","92.5 6 0.5 K","",""
"147","SSC1310125","17","Na 0.22 H 0.1 CoO 2 • 0.85H 2 O","4.4 K","None","None"
"148","L093156802","2","CaC 6","11.5 K","",""
"149","L093156802","4","CaC 6","11.4 K","",""
"152","L095167004","1","AOs 2 O 6 (A = Cs, Rb, K)","10 K","6 GPa","resistivity"
"152","L095167004","1","AOs 2 O 6 (A = Cs, Rb, K)","8.2 K","2 GPa","resistivity"
"152","L095167004","1","AOs 2 O 6 (A = Cs, Rb, K)","7.6 K","0.6 GPa","resistivity"
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","9.6 K","",""
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","6.3 K","",""
"155","L095167004","2","AOs 2 O 6 (A = Cs, Rb, K)","3.3 K","",""
"156","L095167004","5","Cd 2 Re 2 O 7","1 K","",""
"160","L095167004","8","CsOs 2 O 6","7.6 K","6 GPa","resistivity"
"160","L095167004","8","CsOs 2 O 6","3.3 K","AP","resistivity"
"160","L095167004","8","CsOs 2 O 6","3.7 K","10 GPa","resistivity"
"160","L095167004","8","CsOs 2 O 6","5.0 K","2 GPa","resistivity"
"165","L095167004","9","KOs 2 O 6","5.7 K","4.0 GPa","resistivity"
"165","L095167004","9","KOs 2 O 6","8.2 K","2.0 GPa","resistivity"
"165","L095167004","9","KOs 2 O 6","9.6 K","AP","resistivity"
"165","L095167004","9","RbOs 2 O 6","8.2 K","2 GPa","resistivity"
"168","L095167004","21","AOs 2 O 6 (A = Cs, Rb, K)","9.6 K","high pressures from 2 GPa to 10 GPa",""
"168","L095167004","21","AOs 2 O 6 (A = Cs, Rb, K)","6.3 K","high pressures from 2 GPa to 10 GPa",""
"169","L094047001","5","CeCoIn 5","2.3 K","",""
"170","L094037007","1","CeIrIn5","0.8 K","2.1 GPa",""
"173","L094037007","2","CeCoIn 5","2.3 K","0",""
"173","L094037007","2","CeRhIn 5","2 K","1.GPa",""
"173","L094037007","2","CeIrIn 5","0.4 K","0",""
"176","L094037007","6","CeIrIn 5","0.4 K","0 GPa",""
"177","L094037007","14","CeIrIn 5","0.8 K","2.1 GPa",""
"178","L093157004","1","RbOs 2 O 6","6.3 K","0","magnetization"
"182","L093157004","2","KOs 2 O 6","9.6 K","",""
"182","L093157004","2","CdRe 2 O 7","1 K","",""
"182","L093157004","2","RbOs 2 O 6","6.3 K","",""
"182","L093157004","2","CsOs 2 O 6","3.3 K","",""
"185","Li_2018_Supercond._Sci._Technol._31_085001","4","Zr 5 Sb 3","∼2.3 K","",""
"186","Li_2018_Supercond._Sci._Technol._31_085001","9","Zr 5 Ge 2.5 Pt 0.5","2.8 K","","electrical resistivity"
"187","Li_2018_Supercond._Sci._Technol._31_085001","10","Zr 5 Pt 3","7.2 K","",""
"189","Li_2018_Supercond._Sci._Technol._31_085001","12","Zr 5 Ge 2.8 Pt 0.2","2.6 K","","resistivity"
"189","Li_2018_Supercond._Sci._Technol._31_085001","12","Zr 5 Ge 2 Pt","3.5 K","","resistivity"
"191","Li_2018_Supercond._Sci._Technol._31_085001","13","Zr 5 Ge 2.5 Pt 0.5","2 K","None","magnetic susceptibility"
"191","Li_2018_Supercond._Sci._Technol._31_085001","13","Zr 5 Ge 2.5 Pt 0.5","below 2.8 K","None","magnetic susceptibility"
"192","Li_2018_Supercond._Sci._Technol._31_085001","14","Zr 5 Pt 3","7.2 K","",""
"193","Li_2018_Supercond._Sci._Technol._31_085001","15","Zr 5 Sb 3","2.3 K","None","None"
"195","Li_2018_Supercond._Sci._Technol._31_085001","18","Zr 5 Ge 2.5 Pt 0.5","∼2.8 K","",""
"196","SSC1280097","1","x = 0.5 (La-2125 stoichiometry)","58 K","",""
"197","SSC1280097","4","x = 0.5","78 K","",""
"198","SSC1280097","13","La-2125","78K","None","None"
"200","EPL0410207","4","Ba 1−x K x BiO 3 single crystal","23 K","",""
"200","EPL0410207","4","single-crystalline Ba 1−x K x BiO 3","23 K","",""
"201","EPL0410207","13","Ba 1−x K x BiO 3 crystal","31 K","",""
"202","L094047006","1","x=0.40","32 K","None","None"
"206","L094047006","15","Bi 2 Sr 2−x La x CuO 6+δ","8 ∼32 K","",""
"208","L094047006","16","Bi2Sr1.6La0.4CuO 6+δ","8 K","",""
"208","L094047006","16","Bi2Sr2CuO 6+δ","8 K","",""
"211","L094127001","7","Sr 0.9 La 0.1 CuO 2 (SLCO)","43 K","","Magnetiza- tion"
"212","SSC1270493","1","CoSr2(Y1-xCax)Cu2O7+δ (Co-1212)","∼40 K","",""
"216","SSC1270493","4","CoSr 2 YCu 2 O 7+δ","up to 40 K","",""
"216","SSC1270493","4","Al-1212","18 ∼ 30 K","",""
"216","SSC1270493","4","Ga-1212","up to ∼70 K","",""
"217","SSC1270493","12","x = 0.3","up to 40 K","","diamagnetic signal"
"220","SSC1270493","16","x = 0.3","∼40 K","None","None"
"220","SSC1270493","16","MgB2","29 K","ambient pressure","None"
"222","PhysRevX.8.041024","6","Cu x Bi 2 Se 3 (x ¼ 0.31) single crystals","3 K","","Magnetic susceptibility"
"224","EPJ0290369","11","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"224","EPJ0290369","11","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"227","EPJ0290369","13","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"228","EPJ0290369","14","La 1.8 Sr 0.2 CuO 4","22.8 K","",""
"230","EPJ0290369","16","La 1.75 Sr 0.25 CuO 4","15.6 K","",""
"230","EPJ0290369","16","La 1.75 Sr 0.25 CuO 4","15.6","",""
"232","EPJ0290369","22","La 2-x Sr x CuO 4 samples with x = 0.05 and 0.055","17.5 K","",""
"236","EPJ0290369","24","La 1.8 Sr 0.2 CuO 4","22.8 K","",""
"236","EPJ0290369","24","La 1.75 Sr 0.25 CuO 4","15.6 K","",""
"236","EPJ0290369","24","La 1.73 Sr 0.27 CuO 4","9.2 K","",""
"238","EPJ0290369","30","La 1.94 Sr 0.06 CuO 4","17.5 K","",""
"238","EPJ0290369","30","La 1.9 Sr 0.1 CuO 4","2.4 K","",""
"239","EPJ0290369","34","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"241","EPJ0290369","38","La 1.9 Sr 0.1 CuO 4","17.5 K","",""
"241","EPJ0290369","38","La 1.94 Sr 0.06 CuO 4","2.4 K","",""
"243","APL0774202","12","BSCCO","93 K","",""
"243","APL0774202","12","BSCCO","89.5K","",""
"248","L088207003","4","Pr 2 CuO 4","23.7 ± 0.5 K","","resistivities"
"251","Liu_2018_Supercond._Sci._Technol._31_125011","4","SnSb","2.48 K","None","None"
"251","Liu_2018_Supercond._Sci._Technol._31_125011","4","SnSb","1.50 K","None","magnetic susceptibility, specific heat"
"253","Liu_2018_Supercond._Sci._Technol._31_125011","10","SnSb","∼1.6 K","",""
"256","Liu_2018_Supercond._Sci._Technol._31_125011","18","SnSb","below 1.50 K","",""
"256","Liu_2018_Supercond._Sci._Technol._31_125011","18","SnSb","2.48 K","","resistivity"
"258","L095117006","2","2H-NbSe2","7.1 K","",""
"260","1609.04957","1","LaFeAsO1−xHx","exceeds 45K","3.0 GPa",""
"260","1609.04957","1","LaFeAsO1−xHx","exceeds 45K","3.0 GPa",""
"262","1609.04957","4","LaFeAsO 1−x F x","up to 40 K","3.0 GPa",""
"263","1609.04957","7","MgB2","29K","ambient pressure",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","applying pressure",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","without the influence of AF fluctuations",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","near the second AF-phase boundary",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","without depending on the magnitude of AF fluctuations",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","the superconductivity has no direct connection with AF fluctuations",""
"265","1609.04957","14","LaFeAsO 1−x H x","48 K","the increase in Tc up to 48 K originates from an enhancement of the DOS just above Tc",""
"266","1903.04321","1","Cu-intercalated PdTe2","from 1.7 K to 2.4 K","None","None"
"267","1903.04321","2","PdTe 2","below 1.7 K","",""
"268","1903.04321","3","Cu-intercalated PdTe 2 with 4% Cu","2.6 K","",""
"270","L092157004","8","MgB2","29K","ambient pressure","specific heat"
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","NbB2","5.2 K","",""
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","(Mo 0.96 Zr 0.04 ) 0.85 B2","8.2 K","",""
"275","Carnicom_2018_Supercond._Sci._Technol._31_115005","3","MgB2","39 K","",""
"276","Carnicom_2018_Supercond._Sci._Technol._31_115005","5","WB 4.2","2 K","",""
"277","Carnicom_2018_Supercond._Sci._Technol._31_115005","12","WB 4.2","2.05 K","",""
"279","Carnicom_2018_Supercond._Sci._Technol._31_115005","13","WB 4.2","2.1 K","None","resistivity"
"279","Carnicom_2018_Supercond._Sci._Technol._31_115005","13","WB 4.2","above 2 K","None","resistivity"
"280","Carnicom_2018_Supercond._Sci._Technol._31_115005","16","WB 4.2","2.05 K","",""
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","magnetic suscept- ibility"
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","specific heat"
"283","Carnicom_2018_Supercond._Sci._Technol._31_115005","17","WB 4.2","2 K","","electrical resistivity"
"286","JPS081033701","4","BaFe2(As0.80P0.20)2","x = 0.20","None","None"
"286","JPS081033701","4","BaFe2(As0.75P0.25)2","x = 0.25","None","None"
"286","JPS081033701","4","BaFe2(As0.75P0.25)2","x = 0.25","None","None"
"286","JPS081033701","4","BaFe2(As0.80P0.20)2","x = 0.20","None","None"
"288","JPS081033701","9","x = 0.25","13 K","2 GPa",""
"290","L089147002","3","Cd 2 Re 2 O 7","1 K","",""
"290","L089147002","3","Cd 2 Re 2 O 7","1 K","",""
"299","JPS081113707","2","(LiNH2)xFe2Se2","43 K","",""
"299","JPS081113707","2","FeSe","13K","",""
"299","JPS081113707","2","FeSe","37K","4-6 GPa",""
"299","JPS081113707","2","K0.8Fe2Se2","above 30 K","",""
"299","JPS081113707","2","FeSe monolayer synthesized by MBE method","53 K","",""
"301","Suzuki_etal_2015","1","EuFBiS2","8.6 K","1.8 GPa","electrical resistivity"
"306","Suzuki_etal_2015","9","EuFBiS 2","8.6 K","1.8 GPa","electrical resistivity"
"308","SST0180041","1","Pr 1−x Ca x Ba 2 Cu 3 O 7−δ (x ≈0.5) thin films","37K","",""
"308","SST0180041","1","Pr 1−x Ca x Ba 2 Cu 3 O 7−δ (x ≈0.5) thin films","35.6K","",""
"315","xing2014theAnomaly","8","undoped LiFeAs crystal","∼17 K","",""
"316","xing2014theAnomaly","9","Li(Fe 1−x Cu x )As","∼3 K","",""
"317","kotegawa2008abrupt","0","SrFe 2 As 2","34 K","","Resistivity"
"319","kotegawa2008abrupt","3","F-doped system LaFeAsO 1−x F x (ZrCuSiAs-type struc- ture)","26 K","",""
"320","kotegawa2008abrupt","4","SrFe2As2","10 K","8 GPa","resistivity"
"321","kotegawa2008abrupt","5","single-crystalline samples of SrFe2As2","34 K","3.5 GPa","resistivity"
"324","kotegawa2008abrupt","8","(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2","34.1 K","3.77 GPa",""
"324","kotegawa2008abrupt","8","(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2","37 − 38 K","None",""
"324","kotegawa2008abrupt","8","(Ba 0.6 K 0.4 )Fe 2 As 2 and (K 0.4 Sr 0.6 )Fe 2 As 2","30 K","None",""
"329","kotegawa2008abrupt","14","SrFe 2 As 2","34.1 K","None","resistivity"
"329","kotegawa2008abrupt","14","SrFe 2 As 2","37 − 38 K","None","None"
"329","kotegawa2008abrupt","14","doped systems","37 − 38 K","None","None"
"330","kotegawa2008abrupt","15","SrFe 2 As 2","34.1 K","3.77 GPa",""
"332","yamaguchi2014ac","1","LiFeAs","10 K","5.2 GPa",""
"332","yamaguchi2014ac","1","LiFeAs","17 K","0 GPa",""
"334","yamaguchi2014ac","5","MgB2","29K","ambient pressure",""
"338","yamaguchi2014ac","10","LiFeAs","17.1 K","0 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","13.2 K","4.3 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","16.8 K","0 GPa","AC magnetic susceptibility"
"338","yamaguchi2014ac","10","LiFeAs","10 K","5.2 GPa","AC magnetic susceptibility"
"342","sun2012re-emerging","1","K 0.8 Fe 1.7 Se 2","48.0-48.7 K","1 GPa",""
"342","sun2012re-emerging","1","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48.0-48.7 K","1 GPa",""
"342","sun2012re-emerging","1","K 0.8 Fe 1.78 Se 2","48.0-48.7 K","1 GPa",""
"342","sun2012re-emerging","1","K 0.8 Fe 1.7 Se 2","32 K","None",""
"344","sun2012re-emerging","3","Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals","33 K","1.6 GPa","resistance"
"344","sun2012re-emerging","3","Tl 0.6 Rb 0.4 Fe 1.67 Se 2 single crystals","48.0 K","12.4 GPa","resistance"
"347","sun2012re-emerging","6","K 0.8 Fe 1.7 Se 2","32 K","0.8-1.6 GPa",""
"347","sun2012re-emerging","6","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa",""
"349","sun2012re-emerging","7","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48.0 K","",""
"349","sun2012re-emerging","7","K 0.8 Fe 1.7 Se 2","48.7 K","",""
"350","sun2012re-emerging","11","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa",""
"351","sun2012re-emerging","15","Tl 0.6 Rb 0.4 Fe 1.67 Se 2","48 K","None","None"
"352","sun2012re-emerging","17","K 0.8 Fe 1.7 Se 2","48.7 K","12.5 GPa","resistance"
"355","piva2015combined","1","BaFe2−xCuxAs2","4.2 K","None",""
"355","piva2015combined","1","BaFe2−xCuxAs2","8 K","None",""
"355","piva2015combined","1","BaFe2−xCuxAs2","30 K","None",""
"357","piva2015combined","3","AFe 2 As 2 (A = Ba, Sr, Ca, Eu)","as high as 56 K","",""
"357","piva2015combined","3","RFeAsO (R = La − Gd)","as high as 56 K","",""
"359","piva2015combined","4","BaFe 2−x Cu x As 2","5 K","",""
"359","piva2015combined","4","Co-substituted","26 K","",""
"361","piva2015combined","5","Cu-substituted BaFe 2 As 2 single crystals","30 K","None",""
"361","piva2015combined","5","Cu-substituted BaFe 2 As 2 single crystals","8 K","None",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","29 K","3.4 GPa",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","29 K","2.8 GPa",""
"365","piva2015combined","10","BaFe 2−x Cu x As 2","31 K","4.0 GPa",""
"367","piva2015combined","12","x = 0.02","30 K","",""
"367","piva2015combined","12","BaFe 2−x Cu x As 2","8 K","",""
"369","wang2011effect","3","LaO 1−x F x FeAs","26 K","",""
"369","wang2011effect","3","LaO 1−x F x FeAs","up to 43 K","",""
"370","wang2011effect","8","NaFeAs","31 K","3 GPa",""
"371","wang2011effect","11","NaFeAs","31 K","3 GPa",""
"375","kotegawa2009contrasting","1","Sr2VFeAsO3","36.4 K","ambient pressure",""
"375","kotegawa2009contrasting","1","Sr2VFeAsO3","46.0 K","4 GPa",""
"375","kotegawa2009contrasting","1","Sr2ScFePO3","∼ 16 K","ambient pressure",""
"375","kotegawa2009contrasting","1","Sr2ScFePO3","∼ 5 K","4 GPa",""
"376","kotegawa2009contrasting","3","FeSe","8 K","ambient pressure",""
"378","kotegawa2009contrasting","5","Sr 2 ScFePO 3","17 K","",""
"378","kotegawa2009contrasting","5","Sr 2 VFeAsO 3","37 K","",""
"380","kotegawa2009contrasting","10","Sr 2 ScFePO 3","8.4 K","ambient pressure","resistance"
"380","kotegawa2009contrasting","10","Sr 2 ScFePO 3","15.6 K","ambient pressure","resistance"
"387","ivanovskii2008newHigh","1","fluorine-doped oxyarsenide LaO 1-x F x FeAs","26 K","",""
"389","ivanovskii2008newHigh","5","LaO 1Àx F x FeAs","26 K","",""
"392","ivanovskii2008newHigh","6","SmO 1Àx FeAs","56 K","",""
"392","ivanovskii2008newHigh","6","NdO 1Àx FeAs","51 K","",""
"392","ivanovskii2008newHigh","6","fluorine-doped samarium oxyarsenide SmO 1Àx F x FeAs","55 K","",""
"396","ivanovskii2008newHigh","8","Li 0:6 FeAs","37 ± 38 K","",""
"396","ivanovskii2008newHigh","8","Sr 1Àx Cs x Fe 2 As 2","37 ± 38 K","",""
"396","ivanovskii2008newHigh","8","LiFeAs","18 K","",""
"396","ivanovskii2008newHigh","8","Ba 1Àx K x Fe 2 As 2","18 K","",""
"397","ivanovskii2008newHigh","14","NdO 1Àx F x FeAs","50À51 K","",""
"398","ivanovskii2008newHigh","18","SmO 0:7 F 0:3 FeAs","54.6-K","",""
"399","ivanovskii2008newHigh","19","LaO 1Àx F x FeAs","close to 24 K","","resistance"
"403","ivanovskii2008newHigh","45","LaOFeP","6 K","",""
"403","ivanovskii2008newHigh","45","LaONiP","< 6 K","",""
"403","ivanovskii2008newHigh","45","LaOFeP","< 0.35 K","",""
"403","ivanovskii2008newHigh","45","LaFe 4 P 12","4.1 K","",""
"403","ivanovskii2008newHigh","45","lanthanum","6.9 K","",""
"410","ivanovskii2008newHigh","47","LaOFeAs","26 K","",""
"410","ivanovskii2008newHigh","47","LaO 1Àx F x FeAs (x 0:12À0:15)","26 K","",""
"410","ivanovskii2008newHigh","47","GdO 1Àx F x FeAs","37 K","",""
"410","ivanovskii2008newHigh","47","TbO 1Àx F x FeAs","46 K","",""
"410","ivanovskii2008newHigh","47","DyO 1Àx F x FeAs","45 K","",""
"410","ivanovskii2008newHigh","47","fluorine-doped samarium oxyarse- nide samples","56 K","",""
"412","ivanovskii2008newHigh","48","Tb 1Àx Th x OFeAs","55 K","",""
"412","ivanovskii2008newHigh","48","Gd 1Àx Th x OFeAs","52 K","",""
"419","ivanovskii2008newHigh","56","CeO 0:88 F 0:12 FeAs","47 K","P 19 GPa",""
"419","ivanovskii2008newHigh","56","CeO 0:88 F 0:12 FeAs","4.5 K","P 19 GPa",""
"420","ivanovskii2008newHigh","57","SmO 0:85 F 0:15 FeAs","25.6 K","1 GPa",""
"421","ivanovskii2008newHigh","59","LaO 0:89 F 0:11 FeAs","26 K","",""
"427","ivanovskii2008newHigh","77","LaOFeP","7 K","",""
"431","ivanovskii2008newHigh","97","LaOFeAs","26 K","","experimental"
"431","ivanovskii2008newHigh","97","LaOFeAs","0:8 K","","Eliashberg equation"
"431","ivanovskii2008newHigh","97","LaOFeAs","0:8 K","","Eliashberg equation"
"433","ivanovskii2008newHigh","102","LaONiP","26 K","","estimated in the Eliashberg model"
"433","ivanovskii2008newHigh","102","LaONiP","3:0 ± 4:2 K","","estimated in the Eliashberg model"
"439","ivanovskii2008newHigh","129","potassium-doped arsenide Ba 1Àx K x Fe 2 As 2","38 K","",""
"439","ivanovskii2008newHigh","129","Ba 0:6 K 0:4 Fe 2 As 2","38 K","",""
"439","ivanovskii2008newHigh","129","LaIr 2 Ge 2","5 K","",""
"439","ivanovskii2008newHigh","129","LaRu 2 P 2","5 K","",""
"439","ivanovskii2008newHigh","129","YIr 2Àx Si 2x","5 K","",""
"439","ivanovskii2008newHigh","129","BaNi 2 P 2","5 K","",""
"441","ivanovskii2008newHigh","140","Ba 0:6 K 0:4 Fe 2 As 2","38 K","",""
"441","ivanovskii2008newHigh","140","Sr 1Àx K; Cs x Fe 2 As 2","37À38 K","",""
"447","ivanovskii2008newHigh","155","Li 0:6 FeAs )","18 K","",""
"447","ivanovskii2008newHigh","155","LaOFe 0:89 Co 0:11 As )","14 K","",""
"453","ivanovskii2008newHigh","159","Gd 0:9 Sr 0:1 ONiBi","4:7 K","",""
"453","ivanovskii2008newHigh","159","GdONiBi","4:5 K","",""
"453","ivanovskii2008newHigh","159","DyO 1Àd FeAs","52:2 K","",""
"453","ivanovskii2008newHigh","159","YO 1Àd FeAs","50:5 K","",""
"453","ivanovskii2008newHigh","159","TbO 1Àd FeAs","48:5 K","",""
"453","ivanovskii2008newHigh","159","HoO 1Àd FeAs","46:5 K","",""
"463","ivanovskii2008newHigh","163","FeSe 1Àx","8 K","",""
